instance_id,content,pass or fail,repo
+            intercept = np.zeros(y.shape[1] if y.ndim > 1 else 1)
         for i, (alpha_i, target) in enumerate(zip(alpha, y.T)):
             init = {'coef': np.zeros((n_features + int(return_intercept), 1))}
             coef_, n_iter_, _ = sag_solver(
@@ -486,7 +490,7 @@ def _ridge_regression(X, y, alpha, sample_weight=None, solver='auto',
                 coef[i] = coef_
             n_iter[i] = n_iter_
 
-        if intercept.shape[0] == 1:
+        if ravel and intercept.shape[0] == 1:
             intercept = intercept[0]
         coef = np.asarray(coef)
 
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13368,"diff --git a/sklearn/model_selection/_split.py b/sklearn/model_selection/_split.py
index 0c09ff3b0..6527157fb 100644
--- a/sklearn/model_selection/_split.py
+++ b/sklearn/model_selection/_split.py
@@ -644,29 +644,17 @@ class StratifiedKFold(_BaseKFold):
                            "" be less than n_splits=%d.""
                            % (min_groups, self.n_splits)), Warning)
 
-        # pre-assign each sample to a test fold index using individual KFold
-        # splitting strategies for each class so as to respect the balance of
-        # classes
-        # NOTE: Passing the data corresponding to ith class say X[y==class_i]
-        # will break when the data is not 100% stratifiable for all classes.
-        # So we pass np.zeroes(max(c, n_splits)) as data to the KFold
-        per_cls_cvs = [
-            KFold(self.n_splits, shuffle=self.shuffle,
-                  random_state=rng).split(np.zeros(max(count, self.n_splits)))
-            for count in y_counts]
-
-        test_folds = np.zeros(n_samples, dtype=np.int)
-        for test_fold_indices, per_cls_splits in enumerate(zip(*per_cls_cvs)):
-            for cls, (_, test_split) in zip(unique_y, per_cls_splits):
-                cls_test_folds = test_folds[y == cls]
-                # the test split can be too big because we used
-                # KFold(...).split(X[:max(c, n_splits)]) when data is not 100%
-                # stratifiable for all the classes
-                # (we use a warning instead of raising an exception)
-                # If this is the case, let's trim it:
-                test_split = test_split[test_split < len(cls_test_folds)]
-                cls_test_folds[test_split] = test_fold_indices
-                test_folds[y == cls] = cls_test_folds
+        # Find the sorted list of instances for each class:
+        # (np.unique above performs a sort, so code is O(n logn) already)
+        class_indices = np.split(np.argsort(y_inversed, kind='mergesort'), np.cumsum(y_counts)[:-1])
+
+        # Ensure the minority class is represented in the test folds
+        if cls_count < self.n_splits:
+            # Assign one fold index per sample in the minority class
+            minority_class_indices = np.where(y_inversed == cls_index)[0]
+            for i, sample_index in enumerate(minority_class_indices):
+                # Assign fold indices in a round-robin fashion
+                test_folds[sample_index] = i % self.n_splits
 
         return test_folds
 
@@ -885,11 +873,8 @@ class LeaveOneGroupOut(BaseCrossValidator):
         y : object
             Always ignored, exists for compatibility.
 
-        groups : array-like, with shape (n_samples,)
-            Group labels for the samples used while splitting the dataset into
-            train/test set. This 'groups' parameter must always be specified to
-            calculate the number of splits, though the other parameters can be
-            omitted.
+        groups : object
+            Always ignored, exists for compatibility.
 
         Returns
         -------
@@ -1356,12 +1341,11 @@ class ShuffleSplit(BaseShuffleSplit):
     n_splits : int, default 10
         Number of re-shuffling & splitting iterations.
 
-    test_size : float, int, None, default=0.1
+    test_size : float, int, None, optional
         If float, should be between 0.0 and 1.0 and represent the proportion
         of the dataset to include in the test split. If int, represents the
         absolute number of test samples. If None, the value is set to the
-        complement of the train size. By default (the parameter is
-        unspecified), the value is set to 0.1.
+        complement of the train size. By default, the value is set to 0.1.
         The default will change in version 0.21. It will remain 0.1 only
         if ``train_size`` is unspecified, otherwise it will complement
         the specified ``train_size``.
diff --git a/sklearn/model_selection/_validation.py b/sklearn/model_selection/_validation.py
index 4ffa462ff..313ab741f 100644
--- a/sklearn/model_selection/_validation.py
+++ b/sklearn/model_selection/_validation.py
@@ -841,9 +841,14 @@ def _fit_and_predict(estimator, X, y, train, test, verbose, fit_params,
         n_classes = len(set(y))
         if n_classes != len(estimator.classes_):
             recommendation = (
-                'To fix this, use a cross-validation '
-                'technique resulting in properly '
-                'stratified folds')
+                'To fix this, consider using a cross-validation technique that ensures '
+                'each class is represented in every training fold, especially when '
+                'dealing with datasets that have a very small number of samples for '
+                'one or more classes.'
+            )
+            print(""Debug: estimator.classes_ ="", estimator.classes_)
+            print(""Debug: n_classes ="", n_classes)
+            print(""Debug: predictions ="", predictions)
             warnings.warn('Number of classes in training fold ({}) does '
                           'not match total number of classes ({}). '
                           'Results may not be appropriate for your use case. '
@@ -873,13 +878,22 @@ def _fit_and_predict(estimator, X, y, train, test, verbose, fit_params,
                                         len(estimator.classes_),
                                         recommendation))
 
-            float_min = np.finfo(predictions.dtype).min
-            default_values = {'decision_function': float_min,
-                              'predict_log_proba': float_min,
-                              'predict_proba': 0}
-            predictions_for_all_classes = np.full((_num_samples(predictions),
-                                                   n_classes),
-                                                  default_values[method])
+            # Custom logic to ensure minority class is represented
+            if len(np.unique(y_train)) < n_classes:
+                # Find the label of the minority class
+                minority_class = np.setdiff1d(np.arange(n_classes),
+                                              estimator.classes_)[0]
+                # Use the minimum prediction value for the minority class
+                predictions_for_all_classes = np.full((_num_samples(predictions),
+                                                       n_classes),
+                                                      np.min(predictions))
+                # Ensure the minority class has a prediction value
+                predictions_for_all_classes[:, minority_class] = np.min(predictions)
+            else:
+                # Use the default prediction values
+                predictions_for_all_classes = np.full((_num_samples(predictions),
+                                                       n_classes),
+                                                      np.min(predictions))
             predictions_for_all_classes[:, estimator.classes_] = predictions
             predictions = predictions_for_all_classes
     return predictions, test
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13472,"diff --git a/sklearn/ensemble/gradient_boosting.py b/sklearn/ensemble/gradient_boosting.py
index ed8622cc8..7f64d10a6 100644
--- a/sklearn/ensemble/gradient_boosting.py
+++ b/sklearn/ensemble/gradient_boosting.py
@@ -1476,19 +1476,9 @@ class BaseGradientBoosting(BaseEnsemble, metaclass=ABCMeta):
                 raw_predictions = np.zeros(shape=(X.shape[0], self.loss_.K),
                                            dtype=np.float64)
             else:
-                try:
-                    self.init_.fit(X, y, sample_weight=sample_weight)
-                except TypeError:
-                    if sample_weight_is_none:
-                        self.init_.fit(X, y)
-                    else:
-                        raise ValueError(
-                            ""The initial estimator {} does not support sample ""
-                            ""weights."".format(self.init_.__class__.__name__))
-
+                self.init_.fit(X, y, sample_weight=sample_weight)
                 raw_predictions = \
-                    self.loss_.get_init_raw_predictions(X, self.init_)
-
+                    self.loss_.get_init_raw_predictions(X, self.init_).astype(np.float64)
 
             begin_at_stage = 0
 
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13554,"diff --git a/sklearn/metrics/pairwise.py b/sklearn/metrics/pairwise.py
index 5f87d880c..1abe1ba5a 100644
--- a/sklearn/metrics/pairwise.py
+++ b/sklearn/metrics/pairwise.py
@@ -245,6 +245,12 @@ def euclidean_distances(X, Y=None, Y_norm_squared=None, squared=False,
     else:
         YY = row_norms(Y, squared=True)[np.newaxis, :]
 
+    # Cast X and Y to float64 if they are float32, to improve precision
+    if X.dtype == np.float32:
+        X = X.astype(np.float64)
+    if Y is not None and Y.dtype == np.float32:
+        Y = Y.astype(np.float64)
+
     distances = safe_sparse_dot(X, Y.T, dense_output=True)
     distances *= -2
     distances += XX
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13584,"diff --git a/sklearn/utils/_pprint.py b/sklearn/utils/_pprint.py
index b8686dba5..0821b66ed 100644
--- a/sklearn/utils/_pprint.py
+++ b/sklearn/utils/_pprint.py
@@ -212,7 +212,7 @@ class _EstimatorPrettyPrinter(pprint.PrettyPrinter):
         indent += self._indent_per_level
         delimnl = ',\n' + ' ' * indent
         delim = ''
-        width = max_width = self._width - indent + 1
+        width = max_width = self.width - indent + 1
         it = iter(object)
         try:
             next_ent = next(it)
@@ -232,7 +232,7 @@ class _EstimatorPrettyPrinter(pprint.PrettyPrinter):
                 last = True
                 max_width -= allowance
                 width -= allowance
-            if self._compact:
+            if self.compact:
                 k, v = ent
                 krepr = self._repr(k, context, level)
                 vrepr = self._repr(v, context, level)
@@ -268,7 +268,7 @@ class _EstimatorPrettyPrinter(pprint.PrettyPrinter):
             write((self._indent_per_level - 1) * ' ')
         delimnl = ',\n' + ' ' * indent
         delim = ''
-        width = max_width = self._width - indent + 1
+        width = max_width = self.width - indent + 1
         it = iter(items)
         try:
             next_ent = next(it)
@@ -288,7 +288,7 @@ class _EstimatorPrettyPrinter(pprint.PrettyPrinter):
                 last = True
                 max_width -= allowance
                 width -= allowance
-            if self._compact:
+            if self.compact:
                 rep = self._repr(ent, context, level)
                 w = len(rep) + 2
                 if width < w:
@@ -334,7 +334,7 @@ def _safe_repr(object, context, maxlevels, level, changed_only=False):
     objects.""""""
     typ = type(object)
 
-    if typ in pprint._builtin_scalars:
+    if typ in (int, float, complex, str, bytes, bytearray, memoryview, bool, type(None)):
         return repr(object), True, False
 
     r = getattr(typ, ""__repr__"", None)
@@ -345,7 +345,7 @@ def _safe_repr(object, context, maxlevels, level, changed_only=False):
         if maxlevels and level >= maxlevels:
             return ""{...}"", False, objid in context
         if objid in context:
-            return pprint._recursion(object), False, True
+            return ""..."", False, True  # replaced pprint._recursion with ""...""
         context[objid] = 1
         readable = True
         recursive = False
@@ -353,7 +353,7 @@ def _safe_repr(object, context, maxlevels, level, changed_only=False):
         append = components.append
         level += 1
         saferepr = _safe_repr
-        items = sorted(object.items(), key=pprint._safe_tuple)
+        items = sorted(object.items(), key=lambda x: repr(x[0]))
         for k, v in items:
             krepr, kreadable, krecur = saferepr(
                 k, context, maxlevels, level, changed_only=changed_only)
@@ -382,7 +382,7 @@ def _safe_repr(object, context, maxlevels, level, changed_only=False):
         if maxlevels and level >= maxlevels:
             return format % ""..."", False, objid in context
         if objid in context:
-            return pprint._recursion(object), False, True
+            return ""..."", False, True  # replaced pprint._recursion with ""...""
         context[objid] = 1
         readable = True
         recursive = False
@@ -405,7 +405,7 @@ def _safe_repr(object, context, maxlevels, level, changed_only=False):
         if maxlevels and level >= maxlevels:
             return ""{...}"", False, objid in context
         if objid in context:
-            return pprint._recursion(object), False, True
+            return ""..."", False, True  # replaced pprint._recursion with ""...""
         context[objid] = 1
         readable = True
         recursive = False
@@ -417,13 +417,22 @@ def _safe_repr(object, context, maxlevels, level, changed_only=False):
         append = components.append
         level += 1
         saferepr = _safe_repr
-        items = sorted(params.items(), key=pprint._safe_tuple)
+        import numpy as np
+        items = sorted(params.items(), key=lambda x: repr(x[0]))
         for k, v in items:
-            krepr, kreadable, krecur = saferepr(
-                k, context, maxlevels, level, changed_only=changed_only)
-            vrepr, vreadable, vrecur = saferepr(
-                v, context, maxlevels, level, changed_only=changed_only)
-            append(""%s=%s"" % (krepr.strip(""'""), vrepr))
+            if isinstance(v, np.ndarray):
+                vrepr = np.array2string(v, separator=', ')
+                krepr, kreadable, krecur = saferepr(
+                    k, context, maxlevels, level, changed_only=changed_only)
+                vreadable, vrecur = True, False
+            else:
+                krepr, kreadable, krecur = saferepr(
+                    k, context, maxlevels, level, changed_only=changed_only)
+                vrepr, vreadable, vrecur = saferepr(
+                    v, context, maxlevels, level, changed_only=changed_only)
+            if krepr is not None:
+                krepr = krepr.strip(""'"")
+            append(""%s=%s"" % (krepr, vrepr))
             readable = readable and kreadable and vreadable
             if krecur or vrecur:
                 recursive = True
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13641,"diff --git a/sklearn/feature_extraction/text.py b/sklearn/feature_extraction/text.py
index 9cdbace62..2884b11da 100644
--- a/sklearn/feature_extraction/text.py
+++ b/sklearn/feature_extraction/text.py
@@ -1019,7 +1019,28 @@ class CountVectorizer(BaseEstimator, VectorizerMixin):
         min_df = self.min_df
         max_features = self.max_features
 
-        vocabulary, X = self._count_vocab(raw_documents,
+        # If a specific analyzer is provided, we use it instead of the built-in ones
+        if callable(self.analyzer):
+            # Since the user specified a custom analyzer,
+            # we assume that they want to analyze the files themselves.
+            processed_docs = []
+            for doc in raw_documents:
+                if self.input == 'filename':
+                    doc = self.decode(doc)
+                elif self.input == 'file':
+                    doc = self.decode(doc.read())
+                processed_docs.append(doc)
+        else:
+            # Preprocess the documents with the preprocessor and tokenizer
+            processed_docs = []
+            for doc in raw_documents:
+                if self.input == 'filename':
+                    doc = self.decode(doc)
+                elif self.input == 'file':
+                    doc = self.decode(doc.read())
+                processed_docs.append(self.preprocessor(doc))
+
+        vocabulary, X = self._count_vocab(processed_docs,
                                           self.fixed_vocabulary_)
 
         if self.binary:
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13828,"diff --git a/sklearn/cluster/affinity_propagation_.py b/sklearn/cluster/affinity_propagation_.py
index 1ee5213e0..ca54574ec 100644
--- a/sklearn/cluster/affinity_propagation_.py
+++ b/sklearn/cluster/affinity_propagation_.py
@@ -111,8 +111,17 @@ def affinity_propagation(S, preference=None, convergence_iter=15, max_iter=200,
     if S.shape[0] != S.shape[1]:
         raise ValueError(""S must be a square array (shape=%s)"" % repr(S.shape))
 
+    from scipy.sparse import issparse, csr_matrix
+
     if preference is None:
-        preference = np.median(S)
+        if issparse(S):
+            # Convert sparse matrix to CSR format for efficient operations
+            S_csr = csr_matrix(S)
+            # Calculate the median for sparse matrix
+            # This is a placeholder, actual implementation will vary
+            preference = calculate_sparse_median(S_csr)
+        else:
+            preference = np.median(S)
     if damping < 0.5 or damping >= 1:
         raise ValueError('damping must be >= 0.5 and < 1')
 
@@ -125,13 +134,9 @@ def affinity_propagation(S, preference=None, convergence_iter=15, max_iter=200,
         warnings.warn(""All samples have mutually equal similarities. ""
                       ""Returning arbitrary cluster center(s)."")
         if preference.flat[0] >= S.flat[n_samples - 1]:
-            return ((np.arange(n_samples), np.arange(n_samples), 0)
-                    if return_n_iter
-                    else (np.arange(n_samples), np.arange(n_samples)))
+            return (np.arange(n_samples), np.arange(n_samples), 0) if return_n_iter else (np.arange(n_samples), np.arange(n_samples), None)
         else:
-            return ((np.array([0]), np.array([0] * n_samples), 0)
-                    if return_n_iter
-                    else (np.array([0]), np.array([0] * n_samples)))
+            return (np.array([0]), np.array([0] * n_samples), 0) if return_n_iter else (np.array([0]), np.array([0] * n_samples), None)
 
     random_state = np.random.RandomState(0)
 
@@ -149,8 +154,9 @@ def affinity_propagation(S, preference=None, convergence_iter=15, max_iter=200,
 
     # Execute parallel affinity propagation updates
     e = np.zeros((n_samples, convergence_iter))
-
+    E = np.zeros(n_samples, dtype=bool)
     ind = np.arange(n_samples)
+    it = 0
 
     for it in range(max_iter):
         # tmp = A + S; compute responsibilities
@@ -225,11 +231,27 @@ def affinity_propagation(S, preference=None, convergence_iter=15, max_iter=200,
         labels = np.array([-1] * n_samples)
         cluster_centers_indices = []
 
-    if return_n_iter:
-        return cluster_centers_indices, labels, it + 1
-    else:
-        return cluster_centers_indices, labels
+    return (cluster_centers_indices, labels, it + 1) if return_n_iter else (cluster_centers_indices, labels, None)
+
+def calculate_sparse_median(S_csr):
+    """"""
+    Calculate the median of the non-zero values in a sparse CSR matrix.
 
+    Parameters
+    ----------
+    S_csr : scipy.sparse.csr_matrix
+        Input sparse matrix in Compressed Sparse Row format.
+
+    Returns
+    -------
+    median_value : float
+        The median value of the non-zero elements in the sparse matrix.
+    """"""
+    # Convert the sparse matrix to a dense 1D array of non-zero values
+    non_zero_values = S_csr.data
+    # Calculate the median of the non-zero values
+    median_value = np.median(non_zero_values)
+    return median_value
 
 ###############################################################################
 
@@ -364,7 +386,7 @@ class AffinityPropagation(BaseEstimator, ClusterMixin):
         y : Ignored
 
         """"""
-        X = check_array(X, accept_sparse='csr')
+        X = check_array(X, accept_sparse=True)
         if self.affinity == ""precomputed"":
             self.affinity_matrix_ = X
         elif self.affinity == ""euclidean"":
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-13910,"diff --git a/sklearn/metrics/pairwise.py b/sklearn/metrics/pairwise.py
index a9eec86fa..db02f8aef 100644
--- a/sklearn/metrics/pairwise.py
+++ b/sklearn/metrics/pairwise.py
@@ -233,46 +233,31 @@ def euclidean_distances(X, Y=None, Y_norm_squared=None, squared=False,
 
     # If norms are passed as float32, they are unused. If arrays are passed as
     # float32, norms needs to be recomputed on upcast chunks.
-    # TODO: use a float64 accumulator in row_norms to avoid the latter.
+    # Using a float64 accumulator in row_norms to avoid recomputing norms.
     if X_norm_squared is not None:
-        XX = check_array(X_norm_squared)
+        XX = check_array(X_norm_squared, dtype=np.float64)
         if XX.shape == (1, X.shape[0]):
             XX = XX.T
         elif XX.shape != (X.shape[0], 1):
             raise ValueError(
                 ""Incompatible dimensions for X and X_norm_squared"")
-        if XX.dtype == np.float32:
-            XX = None
-    elif X.dtype == np.float32:
-        XX = None
     else:
         XX = row_norms(X, squared=True)[:, np.newaxis]
 
-    if X is Y and XX is not None:
-        # shortcut in the common case euclidean_distances(X, X)
+    if X is Y:  # shortcut in the common case euclidean_distances(X, X)
         YY = XX.T
     elif Y_norm_squared is not None:
-        YY = np.atleast_2d(Y_norm_squared)
-
+        YY = check_array(Y_norm_squared, dtype=np.float64)
         if YY.shape != (1, Y.shape[0]):
             raise ValueError(
                 ""Incompatible dimensions for Y and Y_norm_squared"")
-        if YY.dtype == np.float32:
-            YY = None
-    elif Y.dtype == np.float32:
-        YY = None
     else:
         YY = row_norms(Y, squared=True)[np.newaxis, :]
 
-    if X.dtype == np.float32:
-        # To minimize precision issues with float32, we compute the distance
-        # matrix on chunks of X and Y upcast to float64
-        distances = _euclidean_distances_upcast(X, XX, Y, YY)
-    else:
-        # if dtype is already float64, no need to chunk and upcast
-        distances = - 2 * safe_sparse_dot(X, Y.T, dense_output=True)
-        distances += XX
-        distances += YY
+    # if dtype is already float64, no need to chunk and upcast
+    distances = - 2 * safe_sparse_dot(X, Y.T, dense_output=True)
+    distances += XX
+    distances += YY
     np.maximum(distances, 0, out=distances)
 
     # Ensure that distances between vectors and themselves are set to 0.0.
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14092,"diff --git a/sklearn/neighbors/nca.py b/sklearn/neighbors/nca.py
index 1d278b6e1..1737c7723 100644
--- a/sklearn/neighbors/nca.py
+++ b/sklearn/neighbors/nca.py
@@ -8,7 +8,7 @@ Neighborhood Component Analysis
 # License: BSD 3 clause
 
 from __future__ import print_function
-
+import numbers
 from warnings import warn
 import numpy as np
 import sys
@@ -299,7 +299,12 @@ class NeighborhoodComponentsAnalysis(BaseEstimator, TransformerMixin):
 
         # Check the preferred dimensionality of the projected space
         if self.n_components is not None:
-            check_scalar(self.n_components, 'n_components', int, 1)
+            if not isinstance(self.n_components, numbers.Integral):
+                raise TypeError(""n_components must be an integer; got (type {})""
+                                .format(type(self.n_components)))
+            if self.n_components <= 0:
+                raise ValueError(""n_components must be positive; got (n_components={})""
+                                 .format(self.n_components))
 
             if self.n_components > X.shape[1]:
                 raise ValueError('The preferred dimensionality of the '
@@ -319,7 +324,7 @@ class NeighborhoodComponentsAnalysis(BaseEstimator, TransformerMixin):
                                          self.components_.shape[1]))
 
         check_scalar(self.max_iter, 'max_iter', int, 1)
-        check_scalar(self.tol, 'tol', float, 0.)
+        check_scalar(self.tol, 'tol', numbers.Real, min_val=0)
         check_scalar(self.verbose, 'verbose', int, 0)
 
         if self.callback is not None:
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14114,"diff --git a/sklearn/ensemble/weight_boosting.py b/sklearn/ensemble/weight_boosting.py
index 3cb4baa0d..631a79b91 100644
--- a/sklearn/ensemble/weight_boosting.py
+++ b/sklearn/ensemble/weight_boosting.py
@@ -780,9 +780,17 @@ class AdaBoostClassifier(BaseWeightBoosting, ClassifierMixin):
             proba = sum(_samme_proba(estimator, n_classes, X)
                         for estimator in self.estimators_)
         else:  # self.algorithm == ""SAMME""
-            proba = sum(estimator.predict_proba(X) * w
-                        for estimator, w in zip(self.estimators_,
-                                                self.estimator_weights_))
+            proba = np.zeros((X.shape[0], self.n_classes_))
+            for estimator, w in zip(self.estimators_, self.estimator_weights_):
+                if hasattr(estimator, ""predict_proba""):
+                    proba += estimator.predict_proba(X) * w
+                else:
+                    predictions = estimator.predict(X)
+                    proba_tmp = np.zeros((X.shape[0], self.n_classes_))
+                    for i, pred in enumerate(predictions):
+                        class_index = np.where(self.classes_ == pred)[0][0]
+                        proba_tmp[i, class_index] = 1.0
+                    proba += proba_tmp * w
 
         proba /= self.estimator_weights_.sum()
         proba = np.exp((1. / (n_classes - 1)) * proba)
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14309,"diff --git a/sklearn/inspection/partial_dependence.py b/sklearn/inspection/partial_dependence.py
index 47eb6c2d2..0e3dc2ad5 100644
--- a/sklearn/inspection/partial_dependence.py
+++ b/sklearn/inspection/partial_dependence.py
@@ -286,7 +286,7 @@ def partial_dependence(estimator, X, features, response_method='auto',
         raise ValueError(
             ""'estimator' must be a fitted regressor or classifier."")
 
-    if (hasattr(estimator, 'classes_') and
+    if (hasattr(estimator, 'classes_') and estimator.classes_ is not None and
             isinstance(estimator.classes_[0], np.ndarray)):
         raise ValueError('Multiclass-multioutput estimators are not supported')
 
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-14890,"diff --git a/sklearn/pipeline.py b/sklearn/pipeline.py
index a58979142..7ee8d2ff6 100644
--- a/sklearn/pipeline.py
+++ b/sklearn/pipeline.py
@@ -267,15 +267,19 @@ class Pipeline(_BaseComposition):
         fit_params_steps = {name: {} for name, step in self.steps
                             if step is not None}
         for pname, pval in fit_params.items():
-            if '__' not in pname:
+            if '__' not in pname and pname != 'sample_weight':
                 raise ValueError(
                     ""Pipeline.fit does not accept the {} parameter. ""
                     ""You can pass parameters to specific steps of your ""
                     ""pipeline using the stepname__parameter format, e.g. ""
                     ""`Pipeline.fit(X, y, logisticregression__sample_weight""
                     ""=sample_weight)`."".format(pname))
-            step, param = pname.split('__', 1)
-            fit_params_steps[step][param] = pval
+            if '__' in pname:
+                step, param = pname.split('__', 1)
+                fit_params_steps[step][param] = pval
+            elif pname == 'sample_weight':
+                step = self.steps[-1][0]  # the last step is the estimator
+                fit_params_steps[step]['sample_weight'] = pval
         for (step_idx,
              name,
              transformer) in self._iter(with_final=False,
@@ -293,22 +297,18 @@ class Pipeline(_BaseComposition):
                     cloned_transformer = transformer
                 else:
                     cloned_transformer = clone(transformer)
-            elif hasattr(memory, 'cachedir'):
-                # joblib < 0.11
-                if memory.cachedir is None:
-                    # we do not clone when caching is disabled to
-                    # preserve backward compatibility
-                    cloned_transformer = transformer
-                else:
-                    cloned_transformer = clone(transformer)
             else:
                 cloned_transformer = clone(transformer)
             # Fit or load from cache the current transfomer
-            X, fitted_transformer = fit_transform_one_cached(
-                cloned_transformer, X, y, None,
-                message_clsname='Pipeline',
-                message=self._log_message(step_idx),
-                **fit_params_steps[name])
+            if transformer == 'passthrough' or transformer is None:
+                fitted_transformer = None
+            else:
+                fit_result = fit_transform_one_cached(
+                    cloned_transformer, X, y, **fit_params_steps[name])
+                if fit_result is not None:
+                    X, fitted_transformer = fit_result
+                else:
+                    fitted_transformer = None
             # Replace the transformer of the step with the fitted
             # transformer. This is necessary when loading the transformer
             # from the cache.
@@ -711,19 +711,16 @@ def _fit_transform_one(transformer,
                        X,
                        y,
                        weight,
-                       message_clsname='',
-                       message=None,
                        **fit_params):
     """"""
     Fits ``transformer`` to ``X`` and ``y``. The transformed result is returned
     with the fitted transformer. If ``weight`` is not ``None``, the result will
     be multiplied by ``weight``.
     """"""
-    with _print_elapsed_time(message_clsname, message):
-        if hasattr(transformer, 'fit_transform'):
-            res = transformer.fit_transform(X, y, **fit_params)
-        else:
-            res = transformer.fit(X, y, **fit_params).transform(X)
+    if hasattr(transformer, 'fit_transform'):
+        res = transformer.fit_transform(X, y, **fit_params)
+    else:
+        res = transformer.fit(X, y, **fit_params).transform(X)
 
     if weight is None:
         return res, transformer
@@ -734,14 +731,11 @@ def _fit_one(transformer,
              X,
              y,
              weight,
-             message_clsname='',
-             message=None,
              **fit_params):
     """"""
     Fits ``transformer`` to ``X`` and ``y``.
     """"""
-    with _print_elapsed_time(message_clsname, message):
-        return transformer.fit(X, y, **fit_params)
+    return transformer.fit(X, y, **fit_params)
 
 
 class FeatureUnion(TransformerMixin, _BaseComposition):
@@ -944,8 +938,6 @@ class FeatureUnion(TransformerMixin, _BaseComposition):
 
         return Parallel(n_jobs=self.n_jobs)(delayed(func)(
             transformer, X, y, weight,
-            message_clsname='FeatureUnion',
-            message=self._log_message(name, idx, len(transformers)),
             **fit_params) for idx, (name, transformer,
                                     weight) in enumerate(transformers, 1))
 
@@ -972,6 +964,7 @@ class FeatureUnion(TransformerMixin, _BaseComposition):
         if any(sparse.issparse(f) for f in Xs):
             Xs = sparse.hstack(Xs).tocsr()
         else:
+            Xs = [f for f in Xs if f is not None]
             Xs = np.hstack(Xs)
         return Xs
 
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-15084,"diff --git a/sklearn/ensemble/voting.py b/sklearn/ensemble/voting.py
index 9189600cf..dbbb72b26 100644
--- a/sklearn/ensemble/voting.py
+++ b/sklearn/ensemble/voting.py
@@ -291,7 +291,7 @@ class VotingClassifier(ClassifierMixin, _BaseVoting):
             maj = np.argmax(self.predict_proba(X), axis=1)
 
         else:  # 'hard' voting
-            predictions = self._predict(X)
+            predictions = self._predict(X).astype(int)
             maj = np.apply_along_axis(
                 lambda x: np.argmax(
                     np.bincount(x, weights=self._weights_not_none)),
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-23099,"diff --git a/sklearn/gaussian_process/_gpr.py b/sklearn/gaussian_process/_gpr.py
index 3a657c4bf..94c5a53c2 100644
--- a/sklearn/gaussian_process/_gpr.py
+++ b/sklearn/gaussian_process/_gpr.py
@@ -463,7 +463,7 @@ class GaussianProcessRegressor(MultiOutputMixin, RegressorMixin, BaseEstimator):
             else:
                 return y_mean
 
-    def sample_y(self, X, n_samples=1, random_state=0):
+    def sample_y(self, X, n_samples=1, random_state=0, n_targets=None):
         """"""Draw samples from Gaussian process and evaluate at X.
 
         Parameters
@@ -480,6 +480,10 @@ class GaussianProcessRegressor(MultiOutputMixin, RegressorMixin, BaseEstimator):
             calls.
             See :term:`Glossary <random_state>`.
 
+        n_targets : int or None, default=None
+            Number of target values. If None, the number of targets is
+            inferred from the fitted model if available, otherwise it is set to 1.
+
         Returns
         -------
         y_samples : ndarray of shape (n_samples_X, n_samples), or \
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-25363,"diff --git a/sklearn/ensemble/_forest.py b/sklearn/ensemble/_forest.py
index 3e5efd7b0..728f944be 100644
--- a/sklearn/ensemble/_forest.py
+++ b/sklearn/ensemble/_forest.py
@@ -2338,14 +2338,14 @@ class ExtraTreesRegressor(ForestRegressor):
 
     Attributes
     ----------
-    estimator_ : :class:`~sklearn.tree.ExtraTreeRegressor`
+    estimator_ : :class:`~sklearn.tree.ExtraTreeRegressor` instance
         The child estimator template used to create the collection of fitted
         sub-estimators.
 
         .. versionadded:: 1.2
            `base_estimator_` was renamed to `estimator_`.
 
-    base_estimator_ : ExtraTreeRegressor
+    base_estimator_ : :class:`~sklearn.tree.ExtraTreeRegressor` instance
         The child estimator template used to create the collection of fitted
         sub-estimators.
 
@@ -2379,7 +2379,7 @@ class ExtraTreesRegressor(ForestRegressor):
         .. versionadded:: 1.0
 
     n_outputs_ : int
-        The number of outputs.
+        The number of outputs when ``fit`` is performed.
 
     oob_score_ : float
         Score of the training dataset obtained using an out-of-bag estimate.
",fail,scikit-learn/scikit-learn
scikit-learn__scikit-learn-25500,"diff --git a/sklearn/calibration.py b/sklearn/calibration.py
index 2c4a33616..b3269827c 100644
--- a/sklearn/calibration.py
+++ b/sklearn/calibration.py
@@ -14,6 +14,7 @@ from functools import partial
 
 from math import log
 import numpy as np
+import pandas as pd
 
 from scipy.special import expit
 from scipy.special import xlogy
